Text,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day_of_Week,Clean_Text,Vader_Score,Sentiment,temp_list
" Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ",2022-04-18 08:00:00, DreamPainter ,Instagram,12,24,India,2022,April,Monday,gaze toward horizon hope eye paint canva dream illumin sun optim,0.5994,positive,"['gaze', 'toward', 'horizon', 'hope', 'eye', 'paint', 'canva', 'dream', 'illumin', 'sun', 'optim']"
" Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ",2019-12-10 12:20:00, OakAchiever ,Twitter,25,50,Canada,2019,December,Tuesday,stand tall proud oak branch achiev reach toward sky accomplish,0.7184,positive,"['stand', 'tall', 'proud', 'oak', 'branch', 'achiev', 'reach', 'toward', 'sky', 'accomplish']"
" A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ",2023-02-28 09:45:00, HeartGardener ,Facebook,20,40,USA,2023,February,Tuesday,heart overflow gratitud garden appreci bloom soil kind connect,0.5267,positive,"['heart', 'overflow', 'gratitud', 'garden', 'appreci', 'bloom', 'soil', 'kind', 'connect']"
" Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ",2018-04-03 14:15:00, ThreadWeaver ,Instagram,15,30,UK,2018,April,Tuesday,extend hand empathet thread weav tapestri understand embrac joy sorrow other,0.6486,positive,"['extend', 'hand', 'empathet', 'thread', 'weav', 'tapestri', 'understand', 'embrac', 'joy', 'sorrow', 'other']"
" Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ",2022-06-20 10:30:00, CloudCaretaker ,Twitter,18,36,Australia,2022,June,Monday,compassion cloud heavi care shower empathi parch ground human suffer,0.4019,positive,"['compassion', 'cloud', 'heavi', 'care', 'shower', 'empathi', 'parch', 'ground', 'human', 'suffer']"
" Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",2020-07-08 18:00:00, RainDancer ,Facebook,22,44,Canada,2020,July,Wednesday,play danc rain laughter whimsic spirit twirl puddl joy lighthearted,0.9169,positive,"['play', 'danc', 'rain', 'laughter', 'whimsic', 'spirit', 'twirl', 'puddl', 'joy', 'lighthearted']"
" Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ",2021-08-15 11:10:00, SkyPainter ,Instagram,20,40,India,2021,August,Sunday,soar wing free spirit unburden chain conform paint sky independ,0.6124,positive,"['soar', 'wing', 'free', 'spirit', 'unburden', 'chain', 'conform', 'paint', 'sky', 'independ']"
" Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ",2019-10-25 16:50:00, PhoenixExplorer ,Twitter,15,30,UK,2019,October,Friday,bath glow inspir creativ phoenix rise ash ordinari thought explor new realm,0.0,neutral,"['bath', 'glow', 'inspir', 'creativ', 'phoenix', 'rise', 'ash', 'ordinari', 'thought', 'explor', 'new', 'realm']"
" Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ",2023-10-05 07:30:00, SunriseNavigator ,Facebook,12,24,USA,2023,October,Thursday,navig sea hope sail toward sunris possibl confid ship posit anticip,0.4404,positive,"['navig', 'sea', 'hope', 'sail', 'toward', 'sunris', 'possibl', 'confid', 'ship', 'posit', 'anticip']"
" Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ",2022-02-15 13:15:00, SandStrider ,Instagram,25,50,Australia,2022,February,Tuesday,stride confid footprint selfassured imprint sand challeng conquer victori claim,0.0,neutral,"['stride', 'confid', 'footprint', 'selfassured', 'imprint', 'sand', 'challeng', 'conquer', 'victori', 'claim']"
" Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",2021-05-08 22:00:00, NightSerenader ,Twitter,13,26,Canada,2021,May,Saturday,lost symphoni night moonlit serenad whisper tale wanderlust moonlit dream,-0.0772,negative,"['lost', 'symphoni', 'night', 'moonlit', 'serenad', 'whisper', 'tale', 'wanderlust', 'moonlit', 'dream']"
" Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ",2020-11-29 14:45:00, KnowledgeSeeker ,Instagram,17,34,USA,2020,November,Sunday,unveil layer curios labyrinth question lead treasur trove undiscov knowledg,0.0,neutral,"['unveil', 'layer', 'curios', 'labyrinth', 'question', 'lead', 'treasur', 'trove', 'undiscov', 'knowledg']"
" In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ",2019-09-14 10:20:00, BreezeWaltzer ,Facebook,14,28,UK,2019,September,Saturday,embrac autumn breez leav ambival danc waltz choic uncertainti,0.0,neutral,"['embrac', 'autumn', 'breez', 'leav', 'ambival', 'danc', 'waltz', 'choic', 'uncertainti']"
" Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ",2022-03-12 19:55:00, StarNavigator ,Twitter,19,38,Australia,2022,March,Saturday,gratitud guid star navig constel bless vast univers life preciou moment,0.4215,positive,"['gratitud', 'guid', 'star', 'navig', 'constel', 'bless', 'vast', 'univers', 'life', 'preciou', 'moment']"
" With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ",2023-03-30 16:30:00, MeadowSprinter ,Instagram,16,32,India,2023,March,Thursday,zest heart sprint field enthusiasm chase sunbeam laughter meadow joy,0.872,positive,"['zest', 'heart', 'sprint', 'field', 'enthusiasm', 'chase', 'sunbeam', 'laughter', 'meadow', 'joy']"
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",2021-07-01 12:10:00, RainNurturer ,Facebook,21,42,Canada,2021,July,Thursday,compassion rain tear empathi fall gentli nurtur seed kind garden human connect,0.7506,positive,"['compassion', 'rain', 'tear', 'empathi', 'fall', 'gentli', 'nurtur', 'seed', 'kind', 'garden', 'human', 'connect']"
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",2020-01-05 08:45:00, PeakConqueror ,Twitter,23,46,USA,2020,January,Sunday,proudli scale peak achiev mountain conquer challeng plant flag success,0.5719,positive,"['proudli', 'scale', 'peak', 'achiev', 'mountain', 'conquer', 'challeng', 'plant', 'flag', 'success']"
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",2022-07-17 06:15:00, DawnGardener ,Instagram,14,28,UK,2022,July,Sunday,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow,0.6705,positive,"['embrac', 'hope', 'dawn', 'garden', 'sow', 'seed', 'optim', 'tend', 'bloom', 'brighter', 'tomorrow']"
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",2018-08-22 17:20:00, CarnivalDreamer ,Facebook,24,48,Australia,2018,August,Wednesday,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher,0.765,positive,"['play', 'escapad', 'carniv', 'life', 'carousel', 'laughter', 'cotton', 'candi', 'dream', 'swirl', 'joyou', 'atmospher']"
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",2021-12-08 14:30:00, SkyArtist ,Twitter,18,36,India,2021,December,Wednesday,float cloud inspir artist paint sky stroke creativ creat masterpiec dream,0.25,positive,"['float', 'cloud', 'inspir', 'artist', 'paint', 'sky', 'stroke', 'creativ', 'creat', 'masterpiec', 'dream']"
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",2019-04-27 09:50:00, RiverNavigator ,Instagram,20,40,Canada,2019,April,Saturday,navig river content seren boat cruis tranquil water inner peac accept,0.4215,positive,"['navig', 'river', 'content', 'seren', 'boat', 'cruis', 'tranquil', 'water', 'inner', 'peac', 'accept']"
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",2023-09-03 21:40:00, LanternWanderer ,Facebook,16,32,USA,2023,September,Sunday,empathi lantern wander dark alley sorrow illumin path compass care,-0.0516,negative,"['empathi', 'lantern', 'wander', 'dark', 'alley', 'sorrow', 'illumin', 'path', 'compass', 'care']"
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",2020-06-10 10:05:00, DreamSoarer ,Twitter,22,44,UK,2020,June,Wednesday,free spirit soar wing dream leav trail independ azur sky boundless possibl,0.7184,positive,"['free', 'spirit', 'soar', 'wing', 'dream', 'leav', 'trail', 'independ', 'azur', 'sky', 'boundless', 'possibl']"
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",2022-04-01 18:30:00, SunsetAdmirer ,Instagram,19,38,Australia,2022,April,Friday,bath golden hue grate sunset appreci cast warm glow landscap heart,0.2263,positive,"['bath', 'golden', 'hue', 'grate', 'sunset', 'appreci', 'cast', 'warm', 'glow', 'landscap', 'heart']"
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",2021-01-15 13:00:00, DanceStrider ,Facebook,23,46,Canada,2021,January,Friday,confid stride danc life ballroom selfassured lead twirl challeng grace,0.4215,positive,"['confid', 'stride', 'danc', 'life', 'ballroom', 'selfassured', 'lead', 'twirl', 'challeng', 'grace']"
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",2023-05-06 07:20:00, WindWhisperer ,Twitter,15,30,India,2023,May,Saturday,hope whisper wind carri promis brighter tomorrow symphoni optim air possibl,0.6705,positive,"['hope', 'whisper', 'wind', 'carri', 'promis', 'brighter', 'tomorrow', 'symphoni', 'optim', 'air', 'possibl']"
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",2019-11-18 15:15:00, JugglingArtist ,Instagram,25,50,USA,2019,November,Monday,play juggl respons circu perform balanc act work joy toss laughter air,0.8555,positive,"['play', 'juggl', 'respons', 'circu', 'perform', 'balanc', 'act', 'work', 'joy', 'toss', 'laughter', 'air']"
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",2020-08-29 20:45:00, StarStoryteller ,Facebook,14,28,UK,2020,August,Saturday,whisper tale inspir star storytel craft constel thread imagin,0.0,neutral,"['whisper', 'tale', 'inspir', 'star', 'storytel', 'craft', 'constel', 'thread', 'imagin']"
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",2022-10-30 11:40:00, WaveNavigator ,Twitter,17,34,Australia,2022,October,Sunday,chart cours wave hope anticip sailor steer toward shore dream yet unexplor,0.5994,positive,"['chart', 'cours', 'wave', 'hope', 'anticip', 'sailor', 'steer', 'toward', 'shore', 'dream', 'yet', 'unexplor']"
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",2021-07-01 12:10:00, RainNurturer ,Instagram,21,42,Canada,2021,July,Thursday,compassion rain tear empathi fall gentli nurtur seed kind garden human connect,0.7506,positive,"['compassion', 'rain', 'tear', 'empathi', 'fall', 'gentli', 'nurtur', 'seed', 'kind', 'garden', 'human', 'connect']"
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",2020-01-05 08:45:00, PeakConqueror ,Twitter,23,46,USA,2020,January,Sunday,proudli scale peak achiev mountain conquer challeng plant flag success,0.5719,positive,"['proudli', 'scale', 'peak', 'achiev', 'mountain', 'conquer', 'challeng', 'plant', 'flag', 'success']"
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",2022-07-17 06:15:00, DawnGardener ,Instagram,14,28,UK,2022,July,Sunday,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow,0.6705,positive,"['embrac', 'hope', 'dawn', 'garden', 'sow', 'seed', 'optim', 'tend', 'bloom', 'brighter', 'tomorrow']"
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",2018-08-22 17:20:00, CarnivalDreamer ,Facebook,24,48,Australia,2018,August,Wednesday,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher,0.765,positive,"['play', 'escapad', 'carniv', 'life', 'carousel', 'laughter', 'cotton', 'candi', 'dream', 'swirl', 'joyou', 'atmospher']"
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",2021-12-08 14:30:00, SkyArtist ,Twitter,18,36,India,2021,December,Wednesday,float cloud inspir artist paint sky stroke creativ creat masterpiec dream,0.25,positive,"['float', 'cloud', 'inspir', 'artist', 'paint', 'sky', 'stroke', 'creativ', 'creat', 'masterpiec', 'dream']"
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",2019-04-27 09:50:00, RiverNavigator ,Instagram,20,40,Canada,2019,April,Saturday,navig river content seren boat cruis tranquil water inner peac accept,0.4215,positive,"['navig', 'river', 'content', 'seren', 'boat', 'cruis', 'tranquil', 'water', 'inner', 'peac', 'accept']"
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",2023-09-03 21:40:00, LanternWanderer ,Facebook,16,32,USA,2023,September,Sunday,empathi lantern wander dark alley sorrow illumin path compass care,-0.0516,negative,"['empathi', 'lantern', 'wander', 'dark', 'alley', 'sorrow', 'illumin', 'path', 'compass', 'care']"
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",2020-06-10 10:05:00, DreamSoarer ,Twitter,22,44,UK,2020,June,Wednesday,free spirit soar wing dream leav trail independ azur sky boundless possibl,0.7184,positive,"['free', 'spirit', 'soar', 'wing', 'dream', 'leav', 'trail', 'independ', 'azur', 'sky', 'boundless', 'possibl']"
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",2022-04-01 18:30:00, SunsetAdmirer ,Instagram,19,38,Australia,2022,April,Friday,bath golden hue grate sunset appreci cast warm glow landscap heart,0.2263,positive,"['bath', 'golden', 'hue', 'grate', 'sunset', 'appreci', 'cast', 'warm', 'glow', 'landscap', 'heart']"
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",2021-01-15 13:00:00, DanceStrider ,Facebook,23,46,Canada,2021,January,Friday,confid stride danc life ballroom selfassured lead twirl challeng grace,0.4215,positive,"['confid', 'stride', 'danc', 'life', 'ballroom', 'selfassured', 'lead', 'twirl', 'challeng', 'grace']"
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",2023-05-06 07:20:00, WindWhisperer ,Twitter,15,30,India,2023,May,Saturday,hope whisper wind carri promis brighter tomorrow symphoni optim air possibl,0.6705,positive,"['hope', 'whisper', 'wind', 'carri', 'promis', 'brighter', 'tomorrow', 'symphoni', 'optim', 'air', 'possibl']"
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",2019-11-18 15:15:00, JugglingArtist ,Instagram,25,50,USA,2019,November,Monday,play juggl respons circu perform balanc act work joy toss laughter air,0.8555,positive,"['play', 'juggl', 'respons', 'circu', 'perform', 'balanc', 'act', 'work', 'joy', 'toss', 'laughter', 'air']"
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",2020-08-29 20:45:00, StarStoryteller ,Facebook,14,28,UK,2020,August,Saturday,whisper tale inspir star storytel craft constel thread imagin,0.0,neutral,"['whisper', 'tale', 'inspir', 'star', 'storytel', 'craft', 'constel', 'thread', 'imagin']"
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",2022-10-30 11:40:00, WaveNavigator ,Twitter,17,34,Australia,2022,October,Sunday,chart cours wave hope anticip sailor steer toward shore dream yet unexplor,0.5994,positive,"['chart', 'cours', 'wave', 'hope', 'anticip', 'sailor', 'steer', 'toward', 'shore', 'dream', 'yet', 'unexplor']"
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",2021-07-01 12:10:00, RainNurturer ,Instagram,21,42,Canada,2021,July,Thursday,compassion rain tear empathi fall gentli nurtur seed kind garden human connect,0.7506,positive,"['compassion', 'rain', 'tear', 'empathi', 'fall', 'gentli', 'nurtur', 'seed', 'kind', 'garden', 'human', 'connect']"
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",2020-01-05 08:45:00, PeakConqueror ,Twitter,23,46,USA,2020,January,Sunday,proudli scale peak achiev mountain conquer challeng plant flag success,0.5719,positive,"['proudli', 'scale', 'peak', 'achiev', 'mountain', 'conquer', 'challeng', 'plant', 'flag', 'success']"
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",2022-07-17 06:15:00, DawnGardener ,Instagram,14,28,India,2022,July,Sunday,embrac hope dawn garden sow seed optim tend bloom brighter tomorrow,0.6705,positive,"['embrac', 'hope', 'dawn', 'garden', 'sow', 'seed', 'optim', 'tend', 'bloom', 'brighter', 'tomorrow']"
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",2018-08-22 17:20:00, CarnivalDreamer ,Facebook,24,48,Australia,2018,August,Wednesday,play escapad carniv life carousel laughter cotton candi dream swirl joyou atmospher,0.765,positive,"['play', 'escapad', 'carniv', 'life', 'carousel', 'laughter', 'cotton', 'candi', 'dream', 'swirl', 'joyou', 'atmospher']"
" Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",2021-09-15 16:00:00, ShatteredHeart ,Instagram,8,16,Canada,2021,September,Wednesday,drown abyss despair heart shatter fragment lost echo silenc hopeless,-0.8834,negative,"['drown', 'abyss', 'despair', 'heart', 'shatter', 'fragment', 'lost', 'echo', 'silenc', 'hopeless']"
" Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ",2019-03-08 14:20:00, VenomousSoul ,Facebook,12,24,UK,2019,March,Friday,bitter fester like venom vine entwin soul web resent poison garden peac,-0.6705,negative,"['bitter', 'fester', 'like', 'venom', 'vine', 'entwin', 'soul', 'web', 'resent', 'poison', 'garden', 'peac']"
" Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",2017-07-20 11:45:00, DesertWanderer ,Twitter,15,30,USA,2017,July,Thursday,wander desert loneli step heavi sigh mirag connect shimmer never materi,0.0258,neutral,"['wander', 'desert', 'loneli', 'step', 'heavi', 'sigh', 'mirag', 'connect', 'shimmer', 'never', 'materi']"
" Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",2020-11-02 19:30:00, ColdEmbrace ,Instagram,10,20,Australia,2020,November,Monday,yearn touch that echo distant warmth haunt heart cold embrac solitud,0.0772,positive,"['yearn', 'touch', 'that', 'echo', 'distant', 'warmth', 'haunt', 'heart', 'cold', 'embrac', 'solitud']"
" Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",2022-05-12 02:00:00, NightPrisoner ,Facebook,18,36,India,2022,May,Thursday,eye wide open night fear shadow danc wall mind prison imagin horror,-0.8807,negative,"['eye', 'wide', 'open', 'night', 'fear', 'shadow', 'danc', 'wall', 'mind', 'prison', 'imagin', 'horror']"
" Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",2023-04-08 13:15:00, TightropeWalker ,Twitter,14,28,UK,2023,April,Saturday,apprehens step tightrop uncertainti balanc act fall seem inevit anxieti constant companion,0.0,neutral,"['apprehens', 'step', 'tightrop', 'uncertainti', 'balanc', 'act', 'fall', 'seem', 'inevit', 'anxieti', 'constant', 'companion']"
" Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",2021-06-25 17:50:00, AtlasBearer ,Instagram,22,44,Canada,2021,June,Friday,overwhelm weight world atla trembl shoulder respons boulder landscap exhaust,-0.4404,negative,"['overwhelm', 'weight', 'world', 'atla', 'trembl', 'shoulder', 'respons', 'boulder', 'landscap', 'exhaust']"
" Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",2019-08-30 10:10:00, GreenMonster ,Facebook,16,32,USA,2019,August,Friday,jealousi greeney monster lurk shadow cast dark cloud sunshin other success,0.4404,positive,"['jealousi', 'greeney', 'monster', 'lurk', 'shadow', 'cast', 'dark', 'cloud', 'sunshin', 'other', 'success']"
" Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",2022-08-03 15:30:00, StormSurvivor ,Twitter,25,50,Australia,2022,August,Wednesday,devast storm betray wreckag trust scatter like debri heart torn wind broken promis,-0.5423,negative,"['devast', 'storm', 'betray', 'wreckag', 'trust', 'scatter', 'like', 'debri', 'heart', 'torn', 'wind', 'broken', 'promis']"
" Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",2020-12-17 09:20:00, PuzzleComposer ,Instagram,12,24,India,2020,December,Thursday,frustrat finger tap keyboard symphoni annoy compos unsolv puzzl unmet expect,-0.4404,negative,"['frustrat', 'finger', 'tap', 'keyboard', 'symphoni', 'annoy', 'compos', 'unsolv', 'puzzl', 'unmet', 'expect']"
" Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",2021-02-28 22:45:00, GildedHeartache ,Facebook,20,40,USA,2021,February,Sunday,enviou eye fixat gild prize heartach fuel pain desir possess seem forev reach,0.0258,neutral,"['enviou', 'eye', 'fixat', 'gild', 'prize', 'heartach', 'fuel', 'pain', 'desir', 'possess', 'seem', 'forev', 'reach']"
" Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",2018-05-10 14:00:00, IndifferentFort ,Twitter,14,28,UK,2018,May,Thursday,dismiss glanc fortress built indiffer wall impenetr plea understand recognit,0.0,neutral,"['dismiss', 'glanc', 'fortress', 'built', 'indiffer', 'wall', 'impenetr', 'plea', 'understand', 'recognit']"
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",2022-01-07 11:10:00, DreamMosaic ,Instagram,15,30,Canada,2022,January,Friday,shatter dream lie floor like fragment glass mosaic disappoint craft hand frustrat,0.6124,positive,"['shatter', 'dream', 'lie', 'floor', 'like', 'fragment', 'glass', 'mosaic', 'disappoint', 'craft', 'hand', 'frustrat']"
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",2019-09-19 03:30:00, NocturnalEcho ,Facebook,18,36,Australia,2019,September,Thursday,loneli silent companion night echo chamber solitud heart solitari nocturn,0.0,neutral,"['loneli', 'silent', 'companion', 'night', 'echo', 'chamber', 'solitud', 'heart', 'solitari', 'nocturn']"
" Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",2023-07-14 23:00:00, DarkWhispers ,Twitter,13,26,UK,2023,July,Friday,fear whisper dark mind haunt specter unknown shadow danc rhythm anxieti tune,-0.7096,negative,"['fear', 'whisper', 'dark', 'mind', 'haunt', 'specter', 'unknown', 'shadow', 'danc', 'rhythm', 'anxieti', 'tune']"
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",2020-04-05 16:20:00, LingeringTaste ,Instagram,10,20,India,2020,April,Sunday,bitter bitter aftertast linger tongu word remind wound refus heal pass time,-0.6808,negative,"['bitter', 'bitter', 'aftertast', 'linger', 'tongu', 'word', 'remind', 'wound', 'refus', 'heal', 'pass', 'time']"
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",2021-11-29 08:45:00, TempestSurvivor ,Facebook,20,40,USA,2021,November,Monday,overwhelm cacophoni expect drown soul tempest pressur struggl stay afloat,-0.6597,negative,"['overwhelm', 'cacophoni', 'expect', 'drown', 'soul', 'tempest', 'pressur', 'struggl', 'stay', 'afloat']"
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",2019-12-12 17:00:00, VenomousHeart ,Twitter,16,32,Australia,2019,December,Thursday,jealousi venom seep vein poison heart turn breed ground discont,-0.5423,negative,"['jealousi', 'venom', 'seep', 'vein', 'poison', 'heart', 'turn', 'breed', 'ground', 'discont']"
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",2022-05-20 14:50:00, FragileTrust ,Instagram,25,50,Canada,2022,May,Friday,devast revel betray trust shatter like fragil glass leav shard pain wake,-0.4019,negative,"['devast', 'revel', 'betray', 'trust', 'shatter', 'like', 'fragil', 'glass', 'leav', 'shard', 'pain', 'wake']"
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",2020-09-03 12:15:00, BrokenThreads ,Facebook,14,28,UK,2020,September,Thursday,frustrat attempt mend broken connect thread understand slip finger like grain sand,-0.1531,negative,"['frustrat', 'attempt', 'mend', 'broken', 'connect', 'thread', 'understand', 'slip', 'finger', 'like', 'grain', 'sand']"
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",2021-02-10 19:30:00, SuccessPill ,Twitter,20,40,USA,2021,February,Wednesday,enviou gaze cast upon podium success bitter pill swallow tast linger constant remind unattain height,0.2263,positive,"['enviou', 'gaze', 'cast', 'upon', 'podium', 'success', 'bitter', 'pill', 'swallow', 'tast', 'linger', 'constant', 'remind', 'unattain', 'height']"
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",2018-08-18 14:40:00, CurtainShield ,Instagram,12,24,Australia,2018,August,Saturday,dismiss gestur curtain drawn shield vulner stage emot take backseat perform indiffer,0.0,neutral,"['dismiss', 'gestur', 'curtain', 'drawn', 'shield', 'vulner', 'stage', 'emot', 'take', 'backseat', 'perform', 'indiffer']"
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",2022-02-28 21:00:00, FoggyLabyrinth ,Facebook,8,16,Canada,2022,February,Monday,despair like heavi fog envelop everi thought blur path ahead journey labyrinth utter hopeless,-0.4215,negative,"['despair', 'like', 'heavi', 'fog', 'envelop', 'everi', 'thought', 'blur', 'path', 'ahead', 'journey', 'labyrinth', 'utter', 'hopeless']"
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",2019-10-15 10:30:00, IcyResentment ,Twitter,15,30,UK,2019,October,Tuesday,bitter bitter chill air freez moment icicl resent dangl precari landscap memori,-0.743,negative,"['bitter', 'bitter', 'chill', 'air', 'freez', 'moment', 'icicl', 'resent', 'dangl', 'precari', 'landscap', 'memori']"
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",2017-12-01 18:50:00, SolitaryMoon ,Instagram,18,36,USA,2017,December,Friday,loneli solitari moon starless sky cast cold glow landscap isol echo bounc empti space,0.0,neutral,"['loneli', 'solitari', 'moon', 'starless', 'sky', 'cast', 'cold', 'glow', 'landscap', 'isol', 'echo', 'bounc', 'empti', 'space']"
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",2020-04-18 16:15:00, VanishedSunset ,Facebook,10,20,Australia,2020,April,Saturday,yearn warmth vanish sun heartach paint hue sunset never grace horizon,0.17,positive,"['yearn', 'warmth', 'vanish', 'sun', 'heartach', 'paint', 'hue', 'sunset', 'never', 'grace', 'horizon']"
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",2023-01-07 03:30:00, NightPrisoner ,Twitter,18,36,India,2023,January,Saturday,fear eye scan shadow prison night terror lurk monster born mind darkest corner,-0.9313,negative,"['fear', 'eye', 'scan', 'shadow', 'prison', 'night', 'terror', 'lurk', 'monster', 'born', 'mind', 'darkest', 'corner']"
